wavelength_um, flux_erg/cm2/s/hz
1.500521154650225064e+00,3.611661675924230521e-08
1.502666288538216932e+00,3.478031245650945044e-08
1.504814489093668328e+00,3.716344000486521956e-08
1.506965760700664347e+00,3.726740943281325593e-08
1.509120107749557516e+00,3.844067517592536713e-08
1.511277534636976450e+00,3.868233647387296264e-08
1.513438045765835849e+00,3.846834549541276739e-08
1.515601645545344045e+00,4.014276952464834296e-08
1.517768338391013216e+00,3.972840361177439298e-08
1.519938128724667159e+00,4.006996402223895185e-08
1.522111020974452389e+00,4.039421649780273909e-08
1.524287019574844804e+00,4.123880426870495663e-08
1.526466128966660118e+00,4.116233386948788187e-08
1.528648353597062970e+00,4.168640279330933593e-08
1.530833697919575132e+00,4.201843623537625447e-08
1.533022166394085062e+00,4.266481554053074255e-08
1.535213763486857452e+00,4.329795068811678039e-08
1.537408493670541443e+00,4.305511638745752799e-08
1.539606361424180392e+00,4.418550949989424352e-08
1.541807371233221646e+00,4.431149864464229807e-08
1.544011527589523647e+00,4.463120262736356428e-08
1.546218834991367252e+00,4.537085376409531179e-08
1.548429297943463734e+00,4.567759576697695213e-08
1.550642920956964321e+00,4.578311449200854079e-08
1.552859708549469087e+00,4.639820749261995539e-08
1.555079665245036491e+00,4.665312491294682849e-08
1.557302795574193155e+00,4.702467556650600285e-08
1.559529104073942074e+00,4.754801675197173840e-08
1.561758595287772167e+00,4.776575353393238293e-08
1.563991273765667600e+00,4.805854614951965340e-08
1.566227144064117560e+00,4.847251077485825845e-08
1.568466210746124911e+00,4.877494772503657657e-08
1.570708478381215967e+00,4.909824209570377616e-08
1.572953951545449369e+00,4.934017691421539222e-08
1.575202634821425862e+00,4.970835488886816045e-08
1.577454532798297393e+00,4.991215040269427167e-08
1.579709650071775995e+00,5.018838039184628348e-08
1.581967991244144667e+00,5.056367576281354092e-08
1.584229560924265146e+00,5.084708138948661525e-08
1.586494363727588119e+00,5.112288184917666757e-08
1.588762404276162332e+00,5.143916040635728642e-08
1.591033687198644575e+00,5.157509870151004828e-08
1.593308217130307902e+00,5.196536211954543786e-08
1.595585998713053399e+00,5.212007451555859741e-08
1.597867036595416623e+00,5.235777183023169258e-08
1.600151335432579591e+00,5.253188627465859929e-08
1.602438899886378998e+00,5.249404723071268864e-08
1.604729734625315984e+00,5.256893638641083073e-08
1.607023844324565687e+00,5.270086947613607059e-08
1.609321233665987672e+00,5.264566283925385475e-08
1.611621907338133486e+00,5.265996356463498945e-08
1.613925870036258203e+00,5.160163278383456465e-08
1.616233126462328862e+00,5.177224522234541146e-08
1.618543681325034456e+00,5.168798798190703428e-08
1.620857539339795039e+00,5.046505363446651124e-08
1.623174705228772829e+00,5.008566097632593578e-08
1.625495183720879755e+00,5.133524882783316780e-08
1.627818979551789003e+00,5.078416582125568622e-08
1.630146097463943455e+00,5.026244905916270816e-08
1.632476542206565240e+00,5.214084772778781871e-08
1.634810318535667051e+00,5.283424133184327156e-08
