wavelength_um, flux_erg/cm2/s/hz
1.500521154650225064e+00,2.109590730826557680e-08
1.502666288538216932e+00,2.055959891313206099e-08
1.504814489093668328e+00,2.173884451545773458e-08
1.506965760700664347e+00,2.184446930454490348e-08
1.509120107749557516e+00,2.247941911784118590e-08
1.511277534636976450e+00,2.266496459151661109e-08
1.513438045765835849e+00,2.259851115513857988e-08
1.515601645545344045e+00,2.341807902879552067e-08
1.517768338391013216e+00,2.331376295050769953e-08
1.519938128724667159e+00,2.348068168656288082e-08
1.522111020974452389e+00,2.369469986619935212e-08
1.524287019574844804e+00,2.415653023860026581e-08
1.526466128966660118e+00,2.416129556401869092e-08
1.528648353597062970e+00,2.444255394486812697e-08
1.530833697919575132e+00,2.466416786110972361e-08
1.533022166394085062e+00,2.504287501578986990e-08
1.535213763486857452e+00,2.536666030456507151e-08
1.537408493670541443e+00,2.532286920194184206e-08
1.539606361424180392e+00,2.585160180208446960e-08
1.541807371233221646e+00,2.592284974235986291e-08
1.544011527589523647e+00,2.609665562561770557e-08
1.546218834991367252e+00,2.641477081464982362e-08
1.548429297943463734e+00,2.657843209984852860e-08
1.550642920956964321e+00,2.664114956011307443e-08
1.552859708549469087e+00,2.693403233707407645e-08
1.555079665245036491e+00,2.707591882239113826e-08
1.557302795574193155e+00,2.728134690846737906e-08
1.559529104073942074e+00,2.753256779894469321e-08
1.561758595287772167e+00,2.765678138114233400e-08
1.563991273765667600e+00,2.782521060377802202e-08
1.566227144064117560e+00,2.803891334180051773e-08
1.568466210746124911e+00,2.823849153690510704e-08
1.570708478381215967e+00,2.847490608605536613e-08
1.572953951545449369e+00,2.867954118383404075e-08
1.575202634821425862e+00,2.893261978989654102e-08
1.577454532798297393e+00,2.911734297071875137e-08
1.579709650071775995e+00,2.934030202637206674e-08
1.581967991244144667e+00,2.959413230406928954e-08
1.584229560924265146e+00,2.981802157486435320e-08
1.586494363727588119e+00,3.002753026699938804e-08
1.588762404276162332e+00,3.025354455359141344e-08
1.591033687198644575e+00,3.039900914663658953e-08
1.593308217130307902e+00,3.066430323627433803e-08
1.595585998713053399e+00,3.082327159940694261e-08
1.597867036595416623e+00,3.101485375619643213e-08
1.600151335432579591e+00,3.118415253476740086e-08
1.602438899886378998e+00,3.125202056360778940e-08
1.604729734625315984e+00,3.136193612737216847e-08
1.607023844324565687e+00,3.147265089922046123e-08
1.609321233665987672e+00,3.149448561803016823e-08
1.611621907338133486e+00,3.152593325294169572e-08
1.613925870036258203e+00,3.104121199319135188e-08
1.616233126462328862e+00,3.117223805413425210e-08
1.618543681325034456e+00,3.119847468014736416e-08
1.620857539339795039e+00,3.060204471720468608e-08
1.623174705228772829e+00,3.040927495616946240e-08
1.625495183720879755e+00,3.110963170054581549e-08
1.627818979551789003e+00,3.081586575217307512e-08
1.630146097463943455e+00,3.055855829477043085e-08
1.632476542206565240e+00,3.160213054624782448e-08
1.634810318535667051e+00,3.192117795632233142e-08
1.637147431214059923e+00,3.127225436254013871e-08
1.639487885011364110e+00,3.198785273502085447e-08
1.641831684704017968e+00,3.229375995661912236e-08
1.644178835075289058e+00,3.377114137794226334e-08
1.646529340915282358e+00,3.360163398239283318e-08
1.648883207020951369e+00,3.386541844955424664e-08
1.651240438196106552e+00,3.441932857812231114e-08
1.653601039251426430e+00,3.501446306383577491e-08
1.655965015004466245e+00,3.420984265725469516e-08
1.658332370279669510e+00,3.486879763832257741e-08
1.660703109908375552e+00,3.574605482428369232e-08
1.663077238728830842e+00,3.599206941075310435e-08
1.665454761586198762e+00,3.158221032468006222e-08
1.667835683332569374e+00,3.053806372413605892e-08
1.670220008826969416e+00,3.372307239750994833e-08
1.672607742935371178e+00,3.439026565520677278e-08
1.674998890530704054e+00,3.548202050964830210e-08
1.677393456492863866e+00,3.647804709679909981e-08
1.679791445708722186e+00,3.714273071497676242e-08
1.682192863072137001e+00,3.745812953060769791e-08
1.684597713483963144e+00,3.655690898875394537e-08
1.687006001852060511e+00,3.720125019859840572e-08
1.689417733091306051e+00,3.782154082005552863e-08
1.691832912123602428e+00,3.748372953636407550e-08
1.694251543877889343e+00,3.693379734790718587e-08
1.696673633290152416e+00,3.763125312809574625e-08
1.699099185303433845e+00,3.761157707002222229e-08
1.701528204867841954e+00,3.703452080129757494e-08
1.703960696940562514e+00,3.773663459931221092e-08
1.706396666485867186e+00,3.946034260073600942e-08
1.708836118475125287e+00,3.961741331297303524e-08
1.711279057886812671e+00,3.955333566335415155e-08
1.713725489706522387e+00,3.955145039579402405e-08
1.716175418926974894e+00,3.982269882786581092e-08
1.718628850548028719e+00,4.084742511029862025e-08
1.721085789576689340e+00,4.170505986236817189e-08
1.723546241027120951e+00,4.108055169509346910e-08
1.726010209920655125e+00,4.134403417987170178e-08
1.728477701285803025e+00,4.191959093323688905e-08
1.730948720158263177e+00,4.146132021381728052e-08
1.733423271580934344e+00,4.157899766825368710e-08
1.735901360603923749e+00,4.155559337800669467e-08
1.738382992284558615e+00,4.287519699146617453e-08
1.740868171687395716e+00,4.192568670508433386e-08
1.743356903884232700e+00,4.362419534471349794e-08
1.745849193954117418e+00,4.271917252123303543e-08
1.748345046983358575e+00,4.373191293313675390e-08
1.750844468065536841e+00,4.444634461187592511e-08
1.753347462301513504e+00,4.397396700496072121e-08
1.755854034799443131e+00,4.242181299123149267e-08
1.758364190674782002e+00,4.253488412890601956e-08
1.760877935050299881e+00,4.508860307093612756e-08
1.763395273056090229e+00,4.235403774336997656e-08
1.765916209829580197e+00,4.429215690022130974e-08
1.768440750515541060e+00,4.289605114064419158e-08
1.770968900266099766e+00,4.437279139398933447e-08
1.773500664240747593e+00,4.197570833769262482e-08
1.776036047606353030e+00,4.227053158551460307e-08
1.778575055537169769e+00,4.358851267312571180e-08
1.781117693214850028e+00,4.394025647930206744e-08
1.783663965828452547e+00,4.215321121621862439e-08
1.786213878574454572e+00,4.174902722733461436e-08
1.788767436656762744e+00,4.671254032565918248e-08
1.791324645286722639e+00,3.973958976760651080e-08
1.793885509683129875e+00,4.281162000314988833e-08
1.796450035072240770e+00,3.963446909395049571e-08
1.799018226687783883e+00,4.501827715906264838e-08
1.801590089770968905e+00,3.670425045467881172e-08
1.804165629570498641e+00,4.446148764435857296e-08
1.806744851342579672e+00,3.897545375188950037e-08
1.809327760350932346e+00,4.274040483592661218e-08
1.811914361866802103e+00,3.589324914973518147e-08
1.814504661168970800e+00,4.636748802312136333e-08
1.817098663543765813e+00,4.322466241303341824e-08
1.819696374285072249e+00,3.853307340786414364e-08
1.822297798694343385e+00,4.143417875591983275e-08
1.824902942080611545e+00,5.213792943204898121e-08
1.827511809760498318e+00,4.028858650182207361e-08
1.830124407058226321e+00,4.305752409335712723e-08
1.832740739305628974e+00,4.688640916223116998e-08
1.835360811842163375e+00,4.243434425058707925e-08
1.837984630014918519e+00,4.346956005430734884e-08
1.840612199178628394e+00,4.708390467353213384e-08
1.843243524695681756e+00,4.417058376456679395e-08
1.845878611936132785e+00,4.584630031610795325e-08
1.848517466277714405e+00,4.055987764165611544e-08
1.851160093105845617e+00,4.948048351755465589e-08
1.853806497813645482e+00,4.143630491636531266e-08
1.856456685801942452e+00,4.377580076929993643e-08
1.859110662479286358e+00,4.149174054615498104e-08
1.861768433261958844e+00,4.245827029962719356e-08
1.864430003573984918e+00,4.082210299966723146e-08
1.867095378847143161e+00,3.956353492345743439e-08
1.869764564520977945e+00,4.244212240608060116e-08
1.872437566042809420e+00,4.311092456964200879e-08
1.875114388867745507e+00,5.317515527864096862e-08
1.877795038458693000e+00,5.086152843107827839e-08
1.880479520286368444e+00,5.418810212057938314e-08
1.883167839829308132e+00,5.685206508101792982e-08
1.885860002573882088e+00,5.220235887740097910e-08
1.888556014014302509e+00,5.474043787969581105e-08
1.891255879652636196e+00,5.169562301043359046e-08
1.893959604998815882e+00,5.997523511656843416e-08
1.896667195570651332e+00,5.932824192120250153e-08
1.899378656893840223e+00,5.457712784058519058e-08
1.902093994501980134e+00,5.566972149801968041e-08
1.904813213936579430e+00,5.382164258221406738e-08
1.907536320747067915e+00,5.707771827749046786e-08
1.910263320490809491e+00,5.590317825037279288e-08
1.912994218733112373e+00,5.381660485550492869e-08
1.915729021047241298e+00,5.481633470750460450e-08
1.918467733014428411e+00,6.161464654649071453e-08
1.921210360223884361e+00,4.878620721689014545e-08
