wavelength_um,flux_erg/cm2/s/hz
1.500521154650225064e+00,3.346818062613023220e-08
1.502666288538216932e+00,3.262244760768488803e-08
1.504814489093668328e+00,3.443442389699269253e-08
1.506965760700664347e+00,3.455697711062181366e-08
1.509120107749557516e+00,3.552870994121676735e-08
1.511277534636976450e+00,3.579564845179464079e-08
1.513438045765835849e+00,3.570777303290678163e-08
1.515601645545344045e+00,3.687946008494153923e-08
1.517768338391013216e+00,3.675013102677418894e-08
1.519938128724667159e+00,3.696944092444934956e-08
1.522111020974452389e+00,3.727238677971188212e-08
1.524287019574844804e+00,3.796362048269371545e-08
1.526466128966660118e+00,3.798038001631698659e-08
1.528648353597062970e+00,3.838870945204669766e-08
1.530833697919575132e+00,3.874120392528268916e-08
1.533022166394085062e+00,3.934081199779710652e-08
1.535213763486857452e+00,3.979739782352962901e-08
1.537408493670541443e+00,3.977782884458592731e-08
1.539606361424180392e+00,4.050593749727034746e-08
1.541807371233221646e+00,4.061247841387508154e-08
1.544011527589523647e+00,4.086539931732521741e-08
1.546218834991367252e+00,4.126454765257252987e-08
1.548429297943463734e+00,4.150534613713770254e-08
1.550642920956964321e+00,4.159743962892385212e-08
1.552859708549469087e+00,4.198892919686674927e-08
1.555079665245036491e+00,4.216968372065247628e-08
1.557302795574193155e+00,4.245686723001263218e-08
1.559529104073942074e+00,4.276778653481875438e-08
1.561758595287772167e+00,4.292535524259754794e-08
1.563991273765667600e+00,4.315786269942845390e-08
1.566227144064117560e+00,4.343357088517073699e-08
1.568466210746124911e+00,4.369445818701507543e-08
1.570708478381215967e+00,4.401456002044853283e-08
1.572953951545449369e+00,4.430099727836855357e-08
1.575202634821425862e+00,4.463274866265375918e-08
1.577454532798297393e+00,4.488769802269576576e-08
1.579709650071775995e+00,4.519821551860460191e-08
1.581967991244144667e+00,4.552653256193505523e-08
1.584229560924265146e+00,4.583852168223527638e-08
1.586494363727588119e+00,4.614164099624492284e-08
1.588762404276162332e+00,4.646439977782016773e-08
1.591033687198644575e+00,4.669023819593763960e-08
1.593308217130307902e+00,4.706825351253406408e-08
1.595585998713053399e+00,4.731621434935732332e-08
1.597867036595416623e+00,4.759844416728108902e-08
1.600151335432579591e+00,4.785923427983712732e-08
1.602438899886378998e+00,4.798592122275445988e-08
1.604729734625315984e+00,4.817502297875752903e-08
1.607023844324565687e+00,4.837454428500500225e-08
1.609321233665987672e+00,4.845278350007075303e-08
1.611621907338133486e+00,4.851871066285703416e-08
1.613925870036258203e+00,4.786019215101334319e-08
1.616233126462328862e+00,4.808480638692956820e-08
1.618543681325034456e+00,4.816863721480328667e-08
1.620857539339795039e+00,4.728929526844458558e-08
1.623174705228772829e+00,4.699243007983250417e-08
1.625495183720879755e+00,4.808384167749160139e-08
1.627818979551789003e+00,4.760508826195894480e-08
1.630146097463943455e+00,4.715896253954358946e-08
1.632476542206565240e+00,4.870882845123493302e-08
1.634810318535667051e+00,4.903819144839041349e-08
1.637147431214059923e+00,4.795331558009771088e-08
1.639487885011364110e+00,4.896546399278563946e-08
1.641831684704017968e+00,4.937146290613864249e-08
1.644178835075289058e+00,5.153737517052003141e-08
1.646529340915282358e+00,5.123506016154379548e-08
1.648883207020951369e+00,5.159422191736399168e-08
1.651240438196106552e+00,5.236462211169414319e-08
1.653601039251426430e+00,5.322667375432662956e-08
