wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.242163525763854408e+10
9.951457760902583161e+00,1.253651759596694374e+10
9.918341428919545066e+00,1.237033410555847931e+10
9.885335301036285216e+00,1.193763775260264587e+10
9.852439010517029416e+00,1.276668407038053894e+10
9.819652191846424572e+00,1.268490214065573311e+10
9.786974480725472603e+00,1.328480063688170433e+10
9.754405514067482130e+00,1.327358054011386299e+10
9.721944929994046802e+00,1.341751218040833092e+10
9.689592367831005859e+00,1.353874609145153236e+10
9.657347468104447330e+00,1.354707968877592278e+10
9.625209872536711231e+00,1.361730935194782448e+10
9.593179224042414077e+00,1.383548874762418365e+10
9.561255166724468069e+00,1.414327908842979813e+10
9.529437345870142906e+00,1.431835563873437500e+10
9.497725407947113396e+00,1.420352518911456871e+10
9.466119000599535482e+00,1.439371431324969673e+10
9.434617772644131151e+00,1.418676776565071297e+10
9.403221374066280447e+00,1.448165864344196320e+10
9.371929456016141913e+00,1.479260696935902596e+10
9.340741670804776575e+00,1.528873598430721283e+10
9.309657671900266607e+00,1.524095712869783401e+10
9.278677113923894382e+00,1.536193027109425735e+10
9.247799652646277124e+00,1.561093021868193626e+10
9.217024944983560175e+00,1.586856497765512466e+10
9.186352648993601377e+00,1.593660580264286041e+10
9.155782423872159015e+00,1.582057969638563538e+10
9.125313929949122382e+00,1.631647736890059090e+10
9.094946828684733475e+00,1.621274077673852539e+10
9.064680782665815784e+00,1.637431703165809250e+10
9.034515455602036837e+00,1.597620589477851868e+10
9.004450512322161870e+00,1.682100836557984924e+10
8.974485618770339457e+00,1.645822492986400604e+10
8.944620442002385374e+00,1.662743538538590050e+10
8.914854650182078899e+00,1.681067368288265419e+10
8.885187912577478642e+00,1.704830073173780441e+10
8.855619899557254371e+00,1.722491603720832062e+10
8.826150282587015283e+00,1.692119574659334946e+10
8.796778734225661367e+00,1.633727633678229523e+10
8.767504928121747199e+00,1.697408358850568771e+10
8.738328539009863505e+00,1.726505135572923660e+10
8.709249242707002736e+00,1.682210924253089142e+10
8.680266716108974379e+00,1.656717146883702660e+10
8.651380637186814937e+00,1.712285179521873856e+10
8.622590684983197917e+00,1.612013203454006767e+10
8.593896539608877561e+00,1.700362815399380875e+10
8.565297882239132576e+00,1.608098636911210442e+10
8.536794395110215206e+00,1.609011728267424011e+10
8.508385761515841139e+00,1.556091874772244644e+10
8.480071665803642134e+00,1.623529035698313713e+10
8.451851793371682575e+00,1.538498162177805710e+10
8.423725830664954728e+00,1.541134901629432678e+10
8.395693465171893521e+00,1.530519299960033417e+10
8.367754385420905550e+00,1.468689890496235085e+10
8.339908280976908728e+00,1.489477784476223373e+10
8.312154842437884383e+00,1.472757784531408501e+10
8.284493761431434677e+00,1.647326728286823273e+10
8.256924730611363117e+00,1.398973404830151176e+10
8.229447443654253291e+00,1.554268904667984772e+10
8.202061595256070703e+00,1.368692287648851967e+10
8.174766881128764595e+00,1.373368187623166275e+10
8.147562997996887546e+00,1.456241989642194748e+10
8.120449643594234601e+00,1.507368919817553711e+10
8.093426516660478853e+00,1.470054335445230675e+10
8.066493316937812352e+00,1.479233437682730675e+10
8.039649745167636752e+00,1.427039396336042213e+10
8.012895503087213100e+00,1.381176734564018631e+10
7.986230293426357818e+00,1.606199445453360176e+10
7.959653819904140448e+00,1.517034259305492401e+10
7.933165787225590293e+00,1.394336170587685013e+10
7.906765901078417258e+00,1.338027656037204170e+10
7.880453868129736250e+00,1.328044695569409370e+10
7.854229396022815557e+00,1.372038859008593941e+10
7.828092193373821672e+00,1.326923885989902306e+10
7.802041969768583662e+00,1.219898023122770500e+10
7.776078435759370855e+00,1.230557385708992767e+10
7.750201302861670527e+00,1.081668420601344490e+10
7.724410283550982470e+00,1.109414739565369606e+10
7.698705091259631317e+00,1.058865070749473953e+10
7.673085440373576205e+00,1.078767873996694374e+10
7.647551046229237315e+00,1.721259676239982605e+10
7.622101625110339285e+00,1.818676338370396042e+10
7.596736894244746630e+00,1.606034732735533714e+10
7.571456571801338242e+00,1.675755530602545929e+10
7.546260376886857912e+00,1.581139827004940987e+10
7.521148029542807478e+00,1.692447583043693352e+10
7.496119250742332873e+00,1.597323881101094437e+10
7.471173762387119055e+00,1.222314250614340019e+10
7.446311287304299142e+00,1.445320224804444504e+10
7.421531549243385761e+00,1.417984951739092255e+10
7.396834272873192617e+00,1.570154213512940025e+10
7.372219183778772056e+00,1.427043099902378654e+10
7.347686008458377493e+00,1.417538246707247734e+10
7.323234474320412524e+00,1.641959956355333519e+10
7.298864309680411111e+00,1.533641939669241905e+10
7.274575243758015120e+00,1.632116614534392738e+10
7.250367006673959835e+00,1.628932123686752701e+10
7.226239329447092352e+00,1.771876840469980621e+10
7.202191943991361534e+00,1.796677022257790375e+10
7.178224583112855051e+00,1.865492511957231522e+10
7.154336980506822208e+00,1.825121539266050720e+10
7.130528870754718973e+00,2.122240267001960373e+10
7.106799989321260114e+00,2.117316098270632935e+10
7.083150072551472221e+00,2.246044280025523758e+10
7.059578857667773377e+00,2.139512243246804047e+10
7.036086082767048389e+00,2.198996397955104446e+10
7.012671486817740885e+00,2.318633088564252090e+10
6.989334809656949865e+00,2.653474745032135391e+10
6.966075791987543120e+00,2.212039650260926437e+10
6.942894175375271537e+00,2.747948627817304611e+10
6.919789702245902951e+00,2.956002086050473785e+10
6.896762115882355992e+00,2.858360522256419754e+10
6.873811160421849031e+00,2.081104625235926819e+10
6.850936580853058011e+00,2.362442632774816513e+10
6.828138123013279603e+00,2.148308127772260666e+10
6.805415533585614796e+00,2.498846386556488419e+10
6.782768560096145372e+00,2.202378389904784012e+10
6.760196950911133484e+00,2.782589106016505051e+10
6.737700455234225672e+00,2.798169075136651230e+10
6.715278823103662198e+00,2.155029438246930313e+10
6.692931805389507716e+00,2.873813890201940536e+10
6.670659153790873042e+00,2.762334149565425873e+10
6.648460620833166246e+00,2.580628451589573669e+10
6.626335959865335745e+00,1.596951923591748047e+10
6.604284925057132050e+00,2.263622118843197250e+10
6.582307271396376613e+00,2.211015169178641510e+10
6.560402754686239568e+00,2.539937748985102844e+10
6.538571131542524562e+00,2.743927022680908585e+10
6.516812159390967807e+00,2.599424019687338257e+10
6.495125596464542461e+00,2.394786947667946625e+10
6.473511201800766557e+00,2.438371143926749039e+10
6.451968735239034025e+00,3.128920555471242523e+10
6.430497957417939503e+00,3.008182032488224792e+10
6.409098629772621791e+00,2.799482638833310699e+10
6.387770514532114419e+00,3.877795753112450409e+10
6.366513374716698870e+00,3.926638501574312592e+10
6.345326974135279130e+00,3.833256610464455414e+10
6.324211077382749124e+00,4.552286514997622681e+10
6.303165449837382361e+00,4.809045543780802917e+10
6.282189857658223353e+00,4.489754538279221344e+10
6.261284067782488805e+00,4.551113544360403442e+10
6.240447847922979463e+00,4.324993295621868896e+10
6.219680966565498181e+00,4.424909921002268219e+10
6.198983192966278644e+00,4.503707230857274628e+10
6.178354297149420304e+00,3.860260576182173157e+10
6.157794049904330436e+00,3.952804705079287720e+10
6.137302222783184824e+00,4.880025789139859009e+10
6.116878588098381364e+00,4.130936271650841522e+10
6.096522918920017631e+00,4.317740537746035004e+10
6.076234989073363124e+00,3.835345975833315277e+10
6.056014573136346613e+00,3.444043552023756409e+10
6.035861446437058575e+00,3.770232605636490631e+10
6.015775385051244761e+00,4.232007830147848511e+10
5.995756165799826398e+00,4.283593928548616028e+10
5.975803566246416842e+00,3.905443445042935181e+10
5.955917364694847116e+00,3.943735411374454498e+10
5.936097340186711868e+00,3.521703210284252167e+10
5.916343272498902905e+00,4.263029237253260040e+10
5.896654942141168476e+00,3.708206700312919617e+10
5.877032130353677886e+00,3.197922304010833359e+10
