wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.142149589566310120e+10
9.951457760902583161e+00,1.153555389732452393e+10
9.918341428919545066e+00,1.144096025003015709e+10
9.885335301036285216e+00,1.115145215314823723e+10
9.852439010517029416e+00,1.175907945289977264e+10
9.819652191846424572e+00,1.173247860637425613e+10
9.786974480725472603e+00,1.216910931265216637e+10
9.754405514067482130e+00,1.218502651363237381e+10
9.721944929994046802e+00,1.230315493699322319e+10
9.689592367831005859e+00,1.242123311516189384e+10
9.657347468104447330e+00,1.245906172901746559e+10
9.625209872536711231e+00,1.252428673969668961e+10
9.593179224042414077e+00,1.272650048818167496e+10
9.561255166724468069e+00,1.296474214157635689e+10
9.529437345870142906e+00,1.312282727642729568e+10
9.497725407947113396e+00,1.309146761406517792e+10
9.466119000599535482e+00,1.325381168841378593e+10
9.434617772644131151e+00,1.314011172139389229e+10
9.403221374066280447e+00,1.338879187792444420e+10
9.371929456016141913e+00,1.362466833831615067e+10
9.340741670804776575e+00,1.402104835705409622e+10
9.309657671900266607e+00,1.403315630002554512e+10
9.278677113923894382e+00,1.417590341507938004e+10
9.247799652646277124e+00,1.439690801943126488e+10
9.217024944983560175e+00,1.462795976428811073e+10
9.186352648993601377e+00,1.472192090323668289e+10
9.155782423872159015e+00,1.468274516697053146e+10
9.125313929949122382e+00,1.509430285105397797e+10
9.094946828684733475e+00,1.507020217092877197e+10
9.064680782665815784e+00,1.524409731453650475e+10
9.034515455602036837e+00,1.496794954840608215e+10
9.004450512322161870e+00,1.566731144870292664e+10
8.974485618770339457e+00,1.544570654675898170e+10
8.944620442002385374e+00,1.560632403237568855e+10
8.914854650182078899e+00,1.579254882470648003e+10
8.885187912577478642e+00,1.601517642707430840e+10
8.855619899557254371e+00,1.622888848859054375e+10
8.826150282587015283e+00,1.604194351693394089e+10
8.796778734225661367e+00,1.559615637864571953e+10
8.767504928121747199e+00,1.615055815653388596e+10
8.738328539009863505e+00,1.643736163271716499e+10
8.709249242707002736e+00,1.610348932845063019e+10
8.680266716108974379e+00,1.590502407559185600e+10
8.651380637186814937e+00,1.641931630142900085e+10
8.622590684983197917e+00,1.560208149927733421e+10
8.593896539608877561e+00,1.641178066793255615e+10
8.565297882239132576e+00,1.561659249009537315e+10
8.536794395110215206e+00,1.563484722283279991e+10
8.508385761515841139e+00,1.519520138102807617e+10
8.480071665803642134e+00,1.582138110936009979e+10
8.451851793371682575e+00,1.506775987663192177e+10
8.423725830664954728e+00,1.510985978472005844e+10
8.395693465171893521e+00,1.501308384717609215e+10
8.367754385420905550e+00,1.448378933154726410e+10
8.339908280976908728e+00,1.469634164472838593e+10
8.312154842437884383e+00,1.451353539260726547e+10
8.284493761431434677e+00,1.618137119275721169e+10
8.256924730611363117e+00,1.384761591507665825e+10
8.229447443654253291e+00,1.532826897706362152e+10
8.202061595256070703e+00,1.356876097820075417e+10
8.174766881128764595e+00,1.362035079985721588e+10
8.147562997996887546e+00,1.442730190277282906e+10
8.120449643594234601e+00,1.492762689012830162e+10
8.093426516660478853e+00,1.457455157873628616e+10
