wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.147101176747625160e+10
9.951457760902583161e+00,1.158528854742153358e+10
9.918341428919545066e+00,1.148761082918277740e+10
9.885335301036285216e+00,1.119168891876371765e+10
9.852439010517029416e+00,1.180929714682234192e+10
9.819652191846424572e+00,1.178046081916562080e+10
9.786974480725472603e+00,1.222426593387255287e+10
9.754405514067482130e+00,1.223909409552532387e+10
9.721944929994046802e+00,1.235841458321811295e+10
9.689592367831005859e+00,1.247678257964299011e+10
9.657347468104447330e+00,1.251348833000559807e+10
9.625209872536711231e+00,1.257892786066817665e+10
9.593179224042414077e+00,1.278208774876003647e+10
9.561255166724468069e+00,1.302339034949387360e+10
9.529437345870142906e+00,1.318233742945376396e+10
9.497725407947113396e+00,1.314756827635977364e+10
9.466119000599535482e+00,1.331119005580044937e+10
9.434617772644131151e+00,1.319334804576239586e+10
9.403221374066280447e+00,1.344426453366449547e+10
9.371929456016141913e+00,1.368348764514962959e+10
9.340741670804776575e+00,1.408444891201931381e+10
9.309657671900266607e+00,1.409400342102044487e+10
9.278677113923894382e+00,1.423598867270670700e+10
9.247799652646277124e+00,1.445833506175034332e+10
9.217024944983560175e+00,1.469065461524328613e+10
9.186352648993601377e+00,1.478355546249705887e+10
9.155782423872159015e+00,1.474098119329798508e+10
9.125313929949122382e+00,1.515649875591604042e+10
9.094946828684733475e+00,1.512887922752240181e+10
9.064680782665815784e+00,1.530235538780446815e+10
9.034515455602036837e+00,1.502042860766103935e+10
9.004450512322161870e+00,1.572681595522644234e+10
8.974485618770339457e+00,1.549870919441704369e+10
8.944620442002385374e+00,1.565975991589378738e+10
8.914854650182078899e+00,1.584589214944452667e+10
8.885187912577478642e+00,1.606915360930248070e+10
8.855619899557254371e+00,1.628144781176584053e+10
8.826150282587015283e+00,1.608895391013025093e+10
8.796778734225661367e+00,1.563627110776645470e+10
8.767504928121747199e+00,1.619471642022717476e+10
8.738328539009863505e+00,1.648185792527282715e+10
8.709249242707002736e+00,1.614255699867717934e+10
8.680266716108974379e+00,1.594112717169160461e+10
8.651380637186814937e+00,1.645761483737093735e+10
8.622590684983197917e+00,1.563085851344055367e+10
8.593896539608877561e+00,1.644450917078782463e+10
8.565297882239132576e+00,1.564262419486372375e+10
8.536794395110215206e+00,1.566030637732704163e+10
8.508385761515841139e+00,1.521594325275926018e+10
8.480071665803642134e+00,1.584467068051282501e+10
8.451851793371682575e+00,1.508585090346641922e+10
8.423725830664954728e+00,1.512702181949492645e+10
8.395693465171893521e+00,1.502967363488757515e+10
