wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.156950131107549095e+10
9.951457760902583161e+00,1.168416164801379204e+10
9.918341428919545066e+00,1.158020982672706985e+10
9.885335301036285216e+00,1.127131622427423859e+10
9.852439010517029416e+00,1.190908101008093071e+10
9.819652191846424572e+00,1.187565145191713142e+10
9.786974480725472603e+00,1.233399662248651123e+10
9.754405514067482130e+00,1.234658219918079758e+10
9.721944929994046802e+00,1.246829886858556175e+10
9.689592367831005859e+00,1.258720313171767044e+10
9.657347468104447330e+00,1.262157558833716583e+10
9.625209872536711231e+00,1.268745092825849915e+10
9.593179224042414077e+00,1.289244851788735390e+10
9.561255166724468069e+00,1.313995215597227287e+10
9.529437345870142906e+00,1.330060757149906921e+10
9.497725407947113396e+00,1.325884294062390137e+10
9.466119000599535482e+00,1.342503562343361664e+10
9.434617772644131151e+00,1.329880321418059349e+10
9.403221374066280447e+00,1.355418625472343445e+10
9.371929456016141913e+00,1.380018000677309036e+10
9.340741670804776575e+00,1.421036312410942650e+10
9.309657671900266607e+00,1.421471334757503128e+10
9.278677113923894382e+00,1.435508981793413734e+10
9.247799652646277124e+00,1.458012025295208931e+10
9.217024944983560175e+00,1.481497545136701393e+10
9.186352648993601377e+00,1.490569973712890816e+10
9.155782423872159015e+00,1.485623959005550957e+10
9.125313929949122382e+00,1.527970323732364273e+10
9.094946828684733475e+00,1.524495066947152138e+10
9.064680782665815784e+00,1.541753409091709137e+10
9.034515455602036837e+00,1.512402118390562820e+10
9.004450512322161870e+00,1.584444931345706940e+10
8.974485618770339457e+00,1.560324793773507118e+10
8.944620442002385374e+00,1.576515903800517845e+10
8.914854650182078899e+00,1.595108898769949913e+10
8.885187912577478642e+00,1.617564227815294266e+10
8.855619899557254371e+00,1.638498656860585403e+10
8.826150282587015283e+00,1.618136900091911697e+10
8.796778734225661367e+00,1.571497272824775314e+10
8.767504928121747199e+00,1.628147813016149902e+10
8.738328539009863505e+00,1.656925304189283371e+10
8.709249242707002736e+00,1.621915126265152168e+10
8.680266716108974379e+00,1.601187417493548775e+10
8.651380637186814937e+00,1.653268366761348724e+10
8.622590684983197917e+00,1.568707528642208099e+10
8.593896539608877561e+00,1.650849546333421135e+10
8.565297882239132576e+00,1.569340308741088867e+10
8.536794395110215206e+00,1.570998605813286781e+10
8.508385761515841139e+00,1.525632239575202942e+10
8.480071665803642134e+00,1.589006934380957222e+10
8.451851793371682575e+00,1.512103585255700493e+10
8.423725830664954728e+00,1.516040853633434105e+10
8.395693465171893521e+00,1.506195839301694870e+10
8.367754385420905550e+00,1.451839856534357452e+10
8.339908280976908728e+00,1.473012077078105545e+10
8.312154842437884383e+00,1.454958067914132309e+10
8.284493761431434677e+00,1.623024824148336411e+10
8.256924730611363117e+00,1.387179280083586121e+10
8.229447443654253291e+00,1.536437565266607475e+10
