wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.235307805322088051e+10
9.951457760902583161e+00,1.246816192652640152e+10
9.918341428919545066e+00,1.230752315490542793e+10
9.885335301036285216e+00,1.188553156685019112e+10
9.852439010517029416e+00,1.269807259213348389e+10
9.819652191846424572e+00,1.262077887618655777e+10
9.786974480725472603e+00,1.320820012131938744e+10
9.754405514067482130e+00,1.319919661634806061e+10
9.721944929994046802e+00,1.334123800714037132e+10
9.689592367831005859e+00,1.346244231427270317e+10
9.657347468104447330e+00,1.347327718357790947e+10
9.625209872536711231e+00,1.354311393339644051e+10
9.593179224042414077e+00,1.376042876273506165e+10
9.561255166724468069e+00,1.406290687099954605e+10
9.529437345870142906e+00,1.423684828273477364e+10
9.497725407947113396e+00,1.412876659325081062e+10
9.466119000599535482e+00,1.431690277189908028e+10
9.434617772644131151e+00,1.411696784682628250e+10
9.403221374066280447e+00,1.440863241996099281e+10
9.371929456016141913e+00,1.471393127997262001e+10
9.340741670804776575e+00,1.520273434110099030e+10
9.309657671900266607e+00,1.515962645460504723e+10
9.278677113923894382e+00,1.528254079410252380e+10
9.247799652646277124e+00,1.552956854755004311e+10
9.217024944983560175e+00,1.578531010995619965e+10
9.186352648993601377e+00,1.585543607119554710e+10
9.155782423872159015e+00,1.574522658619665527e+10
9.125313929949122382e+00,1.623506405934482384e+10
9.094946828684733475e+00,1.613734706709387970e+10
9.064680782665815784e+00,1.630002409321650887e+10
9.034515455602036837e+00,1.591057362897210693e+10
9.004450512322161870e+00,1.674522592814017105e+10
8.974485618770339457e+00,1.639272904973223877e+10
8.944620442002385374e+00,1.656136461703019524e+10
8.914854650182078899e+00,1.674487725124850082e+10
8.885187912577478642e+00,1.698131756726939011e+10
8.855619899557254371e+00,1.716104030075534439e+10
8.826150282587015283e+00,1.686557309816862869e+10
8.796778734225661367e+00,1.629097900079535675e+10
8.767504928121747199e+00,1.692211477270723343e+10
8.738328539009863505e+00,1.721298333905451584e+10
8.709249242707002736e+00,1.677742603570758057e+10
8.680266716108974379e+00,1.652612014374412537e+10
8.651380637186814937e+00,1.707916139273562050e+10
8.622590684983197917e+00,1.608862322313019562e+10
8.593896539608877561e+00,1.696747023755856514e+10
8.565297882239132576e+00,1.605301459103815269e+10
8.536794395110215206e+00,1.606261765240317345e+10
8.508385761515841139e+00,1.553915268666303253e+10
8.480071665803642134e+00,1.621044725277771187e+10
8.451851793371682575e+00,1.536620720769305420e+10
8.423725830664954728e+00,1.539346410215615463e+10
8.395693465171893521e+00,1.528781740412296677e+10
8.367754385420905550e+00,1.467507386877415085e+10
8.339908280976908728e+00,1.488320881581488991e+10
8.312154842437884383e+00,1.471493789198252106e+10
8.284493761431434677e+00,1.645591919146711922e+10
8.256924730611363117e+00,1.398143633734598923e+10
8.229447443654253291e+00,1.553002276393597984e+10
8.202061595256070703e+00,1.368003711958789062e+10
8.174766881128764595e+00,1.372705936393246078e+10
8.147562997996887546e+00,1.455447366906222343e+10
8.120449643594234601e+00,1.506507145371556473e+10
