wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.178840692918157959e+10
9.951457760902583161e+00,1.190366684543198013e+10
9.918341428919545066e+00,1.178509829810239410e+10
9.885335301036285216e+00,1.144636139483571243e+10
9.852439010517029416e+00,1.213037679321802902e+10
9.819652191846424572e+00,1.208602443826937485e+10
9.786974480725472603e+00,1.257799678531758308e+10
9.754405514067482130e+00,1.258522882543565369e+10
9.721944929994046802e+00,1.271239393667031097e+10
9.689592367831005859e+00,1.283229618432973099e+10
9.657347468104447330e+00,1.286099734396882629e+10
9.625209872536711231e+00,1.292788744936594200e+10
9.593179224042414077e+00,1.313675075683171654e+10
9.561255166724468069e+00,1.339858579157392120e+10
9.529437345870142906e+00,1.356300849236561584e+10
9.497725407947113396e+00,1.350465563407825279e+10
9.466119000599535482e+00,1.367670686444452477e+10
9.434617772644131151e+00,1.353111151327895737e+10
9.403221374066280447e+00,1.379650477372855186e+10
9.371929456016141913e+00,1.405809230503437424e+10
9.340741670804776575e+00,1.448929694004157448e+10
9.309657671900266607e+00,1.448147747587963867e+10
9.278677113923894382e+00,1.461782353059488106e+10
9.247799652646277124e+00,1.484888897651808929e+10
9.217024944983560175e+00,1.508944814905533600e+10
9.186352648993601377e+00,1.517500924168610382e+10
9.155782423872159015e+00,1.510964354767593956e+10
9.125313929949122382e+00,1.555109488738585281e+10
9.094946828684733475e+00,1.549985456770300865e+10
9.064680782665815784e+00,1.567017071552686310e+10
9.034515455602036837e+00,1.535049287948416901e+10
9.004450512322161870e+00,1.610242123301450348e+10
8.974485618770339457e+00,1.583136443208612251e+10
8.944620442002385374e+00,1.599517872412429428e+10
8.914854650182078899e+00,1.618057433460763359e+10
8.885187912577478642e+00,1.640815259964313698e+10
8.855619899557254371e+00,1.661032079238663864e+10
8.826150282587015283e+00,1.638159625941274834e+10
8.796778734225661367e+00,1.588476363716201210e+10
8.767504928121747199e+00,1.646925323615515137e+10
8.738328539009863505e+00,1.675824601726070976e+10
8.709249242707002736e+00,1.638414835186703300e+10
8.680266716108974379e+00,1.616411725309346008e+10
8.651380637186814937e+00,1.669431657291618156e+10
8.622590684983197917e+00,1.580726044492860031e+10
8.593896539608877561e+00,1.664551372559389496e+10
8.565297882239132576e+00,1.580162035513129807e+10
8.536794395110215206e+00,1.581594481484515381e+10
8.508385761515841139e+00,1.534201505960276031e+10
8.480071665803642134e+00,1.598668445307689476e+10
8.451851793371682575e+00,1.519555611726651764e+10
8.423725830664954728e+00,1.523116225286336136e+10
8.395693465171893521e+00,1.513042972782478714e+10
8.367754385420905550e+00,1.456646969420140076e+10
8.339908280976908728e+00,1.477705832882884979e+10
8.312154842437884383e+00,1.459992068271628571e+10
8.284493761431434677e+00,1.629869761858893776e+10
8.256924730611363117e+00,1.390539085857057571e+10
8.229447443654253291e+00,1.541479976816801262e+10
8.202061595256070703e+00,1.361686361880440903e+10
8.174766881128764595e+00,1.366641169614360046e+10
8.147562997996887546e+00,1.448200244832837486e+10
8.120449643594234601e+00,1.498664275240386772e+10
8.093426516660478853e+00,1.462541218610324669e+10
8.066493316937812352e+00,1.472010437928925514e+10
8.039649745167636752e+00,1.421485340738846970e+10
8.012895503087213100e+00,1.376054457934805489e+10
7.986230293426357818e+00,1.597052067100859642e+10
7.959653819904140448e+00,1.510794269371381378e+10
7.933165787225590293e+00,1.389779787028061295e+10
7.906765901078417258e+00,1.334799322842109108e+10
7.880453868129736250e+00,1.324953498207974625e+10
7.854229396022815557e+00,1.368590883365377617e+10
7.828092193373821672e+00,1.324054529477037811e+10
7.802041969768583662e+00,1.218051748548537827e+10
7.776078435759370855e+00,1.228633704926474380e+10
7.750201302861670527e+00,1.080678456774890900e+10
7.724410283550982470e+00,1.108265448823063660e+10
7.698705091259631317e+00,1.057804925409719467e+10
7.673085440373576205e+00,1.077614366618132401e+10
7.647551046229237315e+00,1.710100983370692444e+10
7.622101625110339285e+00,1.807984004596824646e+10
7.596736894244746630e+00,1.600227950216856003e+10
7.571456571801338242e+00,1.668539113641169739e+10
7.546260376886857912e+00,1.575698154789680672e+10
7.521148029542807478e+00,1.685505865006275368e+10
7.496119250742332873e+00,1.591960268260503006e+10
7.471173762387119055e+00,1.220684084997592545e+10
7.446311287304299142e+00,1.442108804172724152e+10
7.421531549243385761e+00,1.414852429074414253e+10
7.396834272873192617e+00,1.565307040692647171e+10
7.372219183778772056e+00,1.423891627598166275e+10
7.347686008458377493e+00,1.414312794440243340e+10
7.323234474320412524e+00,1.635990936278969002e+10
7.298864309680411111e+00,1.529148187652957726e+10
7.274575243758015120e+00,1.626980981921167183e+10
7.250367006673959835e+00,1.623894047793889427e+10
7.226239329447092352e+00,1.765226866789866638e+10
7.202191943991361534e+00,1.789164869452522659e+10
7.178224583112855051e+00,1.856051619061569595e+10
7.154336980506822208e+00,1.816676482256270981e+10
7.130528870754718973e+00,2.109333816874302292e+10
7.106799989321260114e+00,2.103652660143803787e+10
