wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.216802288688181305e+10
9.951457760902583161e+00,1.228345046518465614e+10
9.918341428919545066e+00,1.213730189172373199e+10
9.885335301036285216e+00,1.174357009539932632e+10
9.852439010517029416e+00,1.251253004372498131e+10
9.819652191846424572e+00,1.244681255927945518e+10
9.786974480725472603e+00,1.300153159033823395e+10
9.754405514067482130e+00,1.299824232321843910e+10
9.721944929994046802e+00,1.313527386387095642e+10
9.689592367831005859e+00,1.325625756894611359e+10
9.657347468104447330e+00,1.327347785384910202e+10
9.625209872536711231e+00,1.334229328554466248e+10
9.593179224042414077e+00,1.355709367662913513e+10
9.561255166724468069e+00,1.384564924249084663e+10
9.529437345870142906e+00,1.401650390383818054e+10
9.497725407947113396e+00,1.392585549809270287e+10
9.466119000599535482e+00,1.410856049091496277e+10
9.434617772644131151e+00,1.392711275972230911e+10
9.403221374066280447e+00,1.421010468175639343e+10
9.371929456016141913e+00,1.450052409884563446e+10
9.340741670804776575e+00,1.496991285525910950e+10
9.309657671900266607e+00,1.493899365306323242e+10
9.278677113923894382e+00,1.506680630080675316e+10
9.247799652646277124e+00,1.530854531455096245e+10
9.217024944983560175e+00,1.555923259189497375e+10
9.186352648993601377e+00,1.563475717100223351e+10
9.155782423872159015e+00,1.553984753688333321e+10
9.125313929949122382e+00,1.601352283712092972e+10
9.094946828684733475e+00,1.593165259966603279e+10
9.064680782665815784e+00,1.609711508780845642e+10
9.034515455602036837e+00,1.573085395429879379e+10
9.004450512322161870e+00,1.653820532303566170e+10
8.974485618770339457e+00,1.621306119507674789e+10
8.944620442002385374e+00,1.638013307696117973e+10
8.914854650182078899e+00,1.656433874726063728e+10
8.885187912577478642e+00,1.679769857746323013e+10
8.855619899557254371e+00,1.698539841500363350e+10
8.826150282587015283e+00,1.671206811743400574e+10
8.796778734225661367e+00,1.616279035620689774e+10
8.767504928121747199e+00,1.677861808701725578e+10
8.738328539009863505e+00,1.706907811572510529e+10
8.709249242707002736e+00,1.665355379003364944e+10
8.680266716108974379e+00,1.641223224955693436e+10
8.651380637186814937e+00,1.695800578821302223e+10
8.622590684983197917e+00,1.600078237175569344e+10
8.593896539608877561e+00,1.686677797406295967e+10
8.565297882239132576e+00,1.597483672802936363e+10
8.536794395110215206e+00,1.598581988611957550e+10
8.508385761515841139e+00,1.547813928071251297e+10
8.480071665803642134e+00,1.614095877148850060e+10
8.451851793371682575e+00,1.531350875145576477e+10
8.423725830664954728e+00,1.534329605079042816e+10
8.395693465171893521e+00,1.523911469788807678e+10
8.367754385420905550e+00,1.464175313500516129e+10
8.339908280976908728e+00,1.485062239894932175e+10
8.312154842437884383e+00,1.467944845630615425e+10
8.284493761431434677e+00,1.640728454702865982e+10
8.256924730611363117e+00,1.395807692757505417e+10
8.229447443654253291e+00,1.549446490411415863e+10
8.202061595256070703e+00,1.366064594018650436e+10
8.174766881128764595e+00,1.370842287443165970e+10
8.147562997996887546e+00,1.453214729570907974e+10
8.120449643594234601e+00,1.504087849000174332e+10
8.093426516660478853e+00,1.467220568388370323e+10
8.066493316937812352e+00,1.476506919616023636e+10
8.039649745167636752e+00,1.424946534189592552e+10
8.012895503087213100e+00,1.379244755174347687e+10
7.986230293426357818e+00,1.602735368602507019e+10
7.959653819904140448e+00,1.514676756141812897e+10
7.933165787225590293e+00,1.392615762813276291e+10
7.906765901078417258e+00,1.336811480614554024e+10
7.880453868129736250e+00,1.326880126734375191e+10
7.854229396022815557e+00,1.370738148310879898e+10
7.828092193373821672e+00,1.325842573571565628e+10
7.802041969768583662e+00,1.219204153033337212e+10
7.776078435759370855e+00,1.229834183695747757e+10
7.750201302861670527e+00,1.081297690674724197e+10
7.724410283550982470e+00,1.108983511018382263e+10
7.698705091259631317e+00,1.058467156089524078e+10
7.673085440373576205e+00,1.078334637512226105e+10
7.647551046229237315e+00,1.717011820012391853e+10
7.622101625110339285e+00,1.814611761279748535e+10
7.596736894244746630e+00,1.603837204769634247e+10
7.571456571801338242e+00,1.673018268104848671e+10
7.546260376886857912e+00,1.579080021352313232e+10
7.521148029542807478e+00,1.689815636891122627e+10
7.496119250742332873e+00,1.595293501561393738e+10
7.471173762387119055e+00,1.221702508549346733e+10
7.446311287304299142e+00,1.444109517728117943e+10
7.421531549243385761e+00,1.416804050877289009e+10
7.396834272873192617e+00,1.568322662060267258e+10
7.372219183778772056e+00,1.425855725449155426e+10
7.347686008458377493e+00,1.416323225100066185e+10
7.323234474320412524e+00,1.639702059301137543e+10
7.298864309680411111e+00,1.531945973123584557e+10
7.274575243758015120e+00,1.630177272837021637e+10
7.250367006673959835e+00,1.627031818059640121e+10
7.226239329447092352e+00,1.769364856035168076e+10
7.202191943991361534e+00,1.793836392455625916e+10
7.178224583112855051e+00,1.861914773720493698e+10
7.154336980506822208e+00,1.821926231119697571e+10
7.130528870754718973e+00,2.117350015637263107e+10
7.106799989321260114e+00,2.112132765119995499e+10
7.083150072551472221e+00,2.239369236370185852e+10
7.059578857667773377e+00,2.134202109735720444e+10
7.036086082767048389e+00,2.192544798294612503e+10
7.012671486817740885e+00,2.310669048154056549e+10
6.989334809656949865e+00,2.641832538103711319e+10
6.966075791987543120e+00,2.204894391640464783e+10
6.942894175375271537e+00,2.734585283535072327e+10
6.919789702245902951e+00,2.938749403183371735e+10
6.896762115882355992e+00,2.841396028557370758e+10
6.873811160421849031e+00,2.076101496264077377e+10
6.850936580853058011e+00,2.355159299268023300e+10
6.828138123013279603e+00,2.143430305343862152e+10
6.805415533585614796e+00,2.490566648069540024e+10
6.782768560096145372e+00,2.196388655796524048e+10
6.760196950911133484e+00,2.768978950314017105e+10
6.737700455234225672e+00,2.786017928863037109e+10
6.715278823103662198e+00,2.150277116176412964e+10
6.692931805389507716e+00,2.857726348560756302e+10
6.670659153790873042e+00,2.750944673787417603e+10
6.648460620833166246e+00,2.568959036896128082e+10
6.626335959865335745e+00,1.595167429395563316e+10
6.604284925057132050e+00,2.255989949892215347e+10
6.582307271396376613e+00,2.205181637745263672e+10
6.560402754686239568e+00,2.532147722002760315e+10
6.538571131542524562e+00,2.731193762432076263e+10
6.516812159390967807e+00,2.590858278711248016e+10
6.495125596464542461e+00,2.387702438410483932e+10
6.473511201800766557e+00,2.429306350650830078e+10
6.451968735239034025e+00,3.111061460328730774e+10
6.430497957417939503e+00,2.991750535854955673e+10
6.409098629772621791e+00,2.783008523963066864e+10
6.387770514532114419e+00,3.840692438016572571e+10
6.366513374716698870e+00,3.883908887402309418e+10
6.345326974135279130e+00,3.796531804219228363e+10
6.324211077382749124e+00,4.487780956773855591e+10
6.303165449837382361e+00,4.736540063598061371e+10
6.282189857658223353e+00,4.430395300818234253e+10
6.261284067782488805e+00,4.492105527487754059e+10
6.240447847922979463e+00,4.270991471509868622e+10
6.219680966565498181e+00,4.368901283252162170e+10
6.198983192966278644e+00,4.450053424266588593e+10
6.178354297149420304e+00,3.825221907042948914e+10
6.157794049904330436e+00,3.918899154844999695e+10
6.137302222783184824e+00,4.805559788234011841e+10
6.116878588098381364e+00,4.085000285584996033e+10
6.096522918920017631e+00,4.270612961938462067e+10
6.076234989073363124e+00,3.799512493902928162e+10
6.056014573136346613e+00,3.420540146782434464e+10
6.035861446437058575e+00,3.739618366480964661e+10
6.015775385051244761e+00,4.191575651156528473e+10
5.995756165799826398e+00,4.234246900100427246e+10
5.975803566246416842e+00,3.870533235074099731e+10
5.955917364694847116e+00,3.909491893319519806e+10
5.936097340186711868e+00,3.497320868967646027e+10
5.916343272498902905e+00,4.222168708753605652e+10
5.896654942141168476e+00,3.684236694286557770e+10
5.877032130353677886e+00,3.182348367814993286e+10
5.857474619104580782e+00,4.084661846717930603e+10
5.837982191087593975e+00,3.468337686660527802e+10
5.818554629719582039e+00,3.760134952509647369e+10
