wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.202713074850843239e+10
9.951457760902583161e+00,1.214262970172019005e+10
9.918341428919545066e+00,1.200705125574255943e+10
9.885335301036285216e+00,1.163420320040244865e+10
9.852439010517029416e+00,1.237093597415925598e+10
9.819652191846424572e+00,1.231351548105875969e+10
9.786974480725472603e+00,1.284427606801953697e+10
9.754405514067482130e+00,1.284507791238477325e+10
9.721944929994046802e+00,1.297838415989867973e+10
9.689592367831005859e+00,1.309906407900042152e+10
9.657347468104447330e+00,1.312079495389920616e+10
9.625209872536711231e+00,1.318886999487936211e+10
9.593179224042414077e+00,1.340158541758793449e+10
9.561255166724468069e+00,1.367994024706632233e+10
9.529437345870142906e+00,1.384842309811299324e+10
9.497725407947113396e+00,1.377029591411558151e+10
9.466119000599535482e+00,1.394897166211171341e+10
9.434617772644131151e+00,1.378116047203006172e+10
9.403221374066280447e+00,1.405758839721205330e+10
9.371929456016141913e+00,1.433704167988401604e+10
9.340741670804776575e+00,1.479200154300811005e+10
9.309657671900266607e+00,1.476995320068817711e+10
9.278677113923894382e+00,1.490116694662770271e+10
9.247799652646277124e+00,1.513891562777749825e+10
9.217024944983560175e+00,1.538580743997250175e+10
9.186352648993601377e+00,1.546521889659768486e+10
9.155782423872159015e+00,1.538156401992851067e+10
9.125313929949122382e+00,1.584313078703007889e+10
9.094946828684733475e+00,1.577292645448970222e+10
9.064680782665815784e+00,1.594032613107929230e+10
9.034515455602036837e+00,1.559151906929095650e+10
9.004450512322161870e+00,1.637819822033421135e+10
8.974485618770339457e+00,1.607345638515965843e+10
8.944620442002385374e+00,1.623932658702192116e+10
8.914854650182078899e+00,1.642401140951826096e+10
8.885187912577478642e+00,1.665514307930257034e+10
8.855619899557254371e+00,1.684851147506774712e+10
8.826150282587015283e+00,1.659187584853793526e+10
8.796778734225661367e+00,1.606199478629522133e+10
8.767504928121747199e+00,1.666617650858358383e+10
8.738328539009863505e+00,1.695618947252235603e+10
8.709249242707002736e+00,1.655599837448502731e+10
8.680266716108974379e+00,1.632245334004728317e+10
8.651380637186814937e+00,1.686255146129397774e+10
8.622590684983197917e+00,1.593109665654740143e+10
8.593896539608877561e+00,1.678701190829765892e+10
8.565297882239132576e+00,1.591261521910799789e+10
8.536794395110215206e+00,1.592475623054895782e+10
8.508385761515841139e+00,1.542939007004496384e+10
8.480071665803642134e+00,1.608559232848444366e+10
8.451851793371682575e+00,1.527132743663278008e+10
8.423725830664954728e+00,1.530317285188288307e+10
8.395693465171893521e+00,1.520019961596508598e+10
8.367754385420905550e+00,1.461494342692654800e+10
8.339908280976908728e+00,1.482441614594258118e+10
8.312154842437884383e+00,1.465102603348572350e+10
8.284493761431434677e+00,1.636841341840520287e+10
8.256924730611363117e+00,1.393930210529382133e+10
8.229447443654253291e+00,1.546599176169392586e+10
8.202061595256070703e+00,1.364505207708428383e+10
8.174766881128764595e+00,1.369344956035952568e+10
8.147562997996887546e+00,1.451424626119035721e+10
8.120449643594234601e+00,1.502150144120144081e+10
8.093426516660478853e+00,1.465548109614697075e+10
8.066493316937812352e+00,1.474899065939088058e+10
8.039649745167636752e+00,1.423710319761463356e+10
8.012895503087213100e+00,1.378104615433237839e+10
7.986230293426357818e+00,1.600698946623949432e+10
7.959653819904140448e+00,1.513287791319852829e+10
7.933165787225590293e+00,1.391601595679053307e+10
7.906765901078417258e+00,1.336092969972183418e+10
7.880453868129736250e+00,1.326192137137599564e+10
7.854229396022815557e+00,1.369970719713655853e+10
7.828092193373821672e+00,1.325203948303202057e+10
7.802041969768583662e+00,1.218793241720024109e+10
7.776078435759370855e+00,1.229406040320717239e+10
7.750201302861670527e+00,1.081077360769623756e+10
7.724410283550982470e+00,1.108727714521737289e+10
7.698705091259631317e+00,1.058231197707036209e+10
7.673085440373576205e+00,1.078077896158443451e+10
7.647551046229237315e+00,1.714527290574781036e+10
7.622101625110339285e+00,1.812231219973774719e+10
7.596736894244746630e+00,1.602544631124742508e+10
7.571456571801338242e+00,1.671411765034402084e+10
7.546260376886857912e+00,1.577868698094889641e+10
7.521148029542807478e+00,1.688270306157954025e+10
7.496119250742332873e+00,1.594099531100812531e+10
7.471173762387119055e+00,1.221339664414249039e+10
7.446311287304299142e+00,1.443394682570790482e+10
7.421531549243385761e+00,1.416106776046586990e+10
7.396834272873192617e+00,1.567243675095712852e+10
7.372219183778772056e+00,1.425154230714280701e+10
7.347686008458377493e+00,1.415605264276024628e+10
7.323234474320412524e+00,1.638373273449411583e+10
7.298864309680411111e+00,1.530945661211241531e+10
7.274575243758015120e+00,1.629034051385591888e+10
7.250367006673959835e+00,1.625910343233819389e+10
7.226239329447092352e+00,1.767884519873927689e+10
7.202191943991361534e+00,1.792164054858052063e+10
7.178224583112855051e+00,1.859812922587205505e+10
7.154336980506822208e+00,1.820046173138697052e+10
7.130528870754718973e+00,2.114476641112443161e+10
7.106799989321260114e+00,2.109090675294647980e+10
7.083150072551472221e+00,2.235457570363578033e+10
7.059578857667773377e+00,2.131085031204832077e+10
7.036086082767048389e+00,2.188763508497641373e+10
7.012671486817740885e+00,2.306007651858648300e+10
6.989334809656949865e+00,2.635037287007654953e+10
6.966075791987543120e+00,2.200712704744051361e+10
6.942894175375271537e+00,2.726792539441374969e+10
6.919789702245902951e+00,2.928711434368042374e+10
