wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.174008836557828331e+10
9.951457760902583161e+00,1.185524655957463455e+10
9.918341428919545066e+00,1.173998451570974922e+10
9.885335301036285216e+00,1.140795404965948677e+10
9.852439010517029416e+00,1.208158858880690956e+10
9.819652191846424572e+00,1.203973311823010445e+10
9.786974480725472603e+00,1.252412551610647774e+10
9.754405514067482130e+00,1.253258343928092194e+10
9.721944929994046802e+00,1.265853113114259529e+10
9.689592367831005859e+00,1.277823630959913826e+10
9.657347468104447330e+00,1.280824766534325218e+10
9.625209872536711231e+00,1.287490809056111336e+10
9.593179224042414077e+00,1.308294479072581100e+10
9.561255166724468069e+00,1.334155035873844719e+10
9.529437345870142906e+00,1.350514509146458054e+10
9.497725407947113396e+00,1.345057887595919037e+10
9.466119000599535482e+00,1.362131951185018539e+10
9.434617772644131151e+00,1.348008202507897758e+10
9.403221374066280447e+00,1.374325636604034424e+10
9.371929456016141913e+00,1.400133710789510536e+10
9.340741670804776575e+00,1.442783923641503906e+10
9.309657671900266607e+00,1.442277783156836891e+10
9.278677113923894382e+00,1.456006826928608131e+10
9.247799652646277124e+00,1.478979365002130127e+10
9.217024944983560175e+00,1.502908553456424713e+10
9.186352648993601377e+00,1.511582517899088860e+10
9.155782423872159015e+00,1.505404154121434402e+10
9.125313929949122382e+00,1.549148426812906647e+10
9.094946828684733475e+00,1.544395799726220512e+10
9.064680782665815784e+00,1.561480815716302681e+10
9.034515455602036837e+00,1.530095271416603088e+10
9.004450512322161870e+00,1.604589560147745323e+10
8.974485618770339457e+00,1.578151588043423271e+10
8.944620442002385374e+00,1.594491137720888519e+10
8.914854650182078899e+00,1.613043480508519936e+10
8.885187912577478642e+00,1.635732665640145111e+10
8.855619899557254371e+00,1.656115235894988823e+10
8.826150282587015283e+00,1.633801250397153473e+10
8.796778734225661367e+00,1.584789008544717979e+10
8.767504928121747199e+00,1.642840291203308105e+10
8.738328539009863505e+00,1.671714976593842316e+10
8.709249242707002736e+00,1.634834527370864296e+10
8.680266716108974379e+00,1.613110005878824997e+10
8.651380637186814937e+00,1.665925249196964264e+10
8.622590684983197917e+00,1.578128790069859695e+10
8.593896539608877561e+00,1.661587775848690987e+10
8.565297882239132576e+00,1.577827451523390961e+10
8.536794395110215206e+00,1.579307596927799225e+10
8.508385761515841139e+00,1.532357034887801552e+10
8.480071665803642134e+00,1.596585704392751694e+10
8.451851793371682575e+00,1.517953346264833260e+10
8.423725830664954728e+00,1.521594420810877228e+10
8.395693465171893521e+00,1.511569619135939407e+10
8.367754385420905550e+00,1.455616724192772484e+10
8.339908280976908728e+00,1.476699673324447250e+10
8.312154842437884383e+00,1.458910419135743713e+10
8.284493761431434677e+00,1.628397138856727219e+10
8.256924730611363117e+00,1.389818805171009827e+10
8.229447443654253291e+00,1.540396524324441338e+10
8.202061595256070703e+00,1.361087221679972458e+10
8.174766881128764595e+00,1.366066939827050781e+10
8.147562997996887546e+00,1.447516757363397026e+10
8.120449643594234601e+00,1.497926054949639320e+10
8.093426516660478853e+00,1.461904709915983582e+10
8.066493316937812352e+00,1.471399279178716278e+10
8.039649745167636752e+00,1.421013907444690895e+10
