wavelength_um, flux_erg/cm2/s/cm
9.984684664945664423e+00,1.166725827068744469e+10
9.951457760902583161e+00,1.178223011902781677e+10
9.918341428919545066e+00,1.167186590752348137e+10
9.885335301036285216e+00,1.134981675180284691e+10
9.852439010517029416e+00,1.200798850739713287e+10
9.819652191846424572e+00,1.196980410965976524e+10
9.786974480725472603e+00,1.244294072421539497e+10
9.754405514067482130e+00,1.245319892082016182e+10
9.721944929994046802e+00,1.257732754307201004e+10
9.689592367831005859e+00,1.269671075137718201e+10
9.657347468104447330e+00,1.272863413497703362e+10
9.625209872536711231e+00,1.279495454371557045e+10
9.593179224042414077e+00,1.300171648886191940e+10
9.561255166724468069e+00,1.325552549705072212e+10
9.529437345870142906e+00,1.341786839149548340e+10
9.497725407947113396e+00,1.336887507077918434e+10
9.466119000599535482e+00,1.353765906186838913e+10
9.434617772644131151e+00,1.340290062730628014e+10
9.403221374066280447e+00,1.366274029084431839e+10
9.371929456016141913e+00,1.391560470426497650e+10
9.340741670804776575e+00,1.433508574312378502e+10
9.309657671900266607e+00,1.433410445401787186e+10
9.278677113923894382e+00,1.447275941964099312e+10
9.247799652646277124e+00,1.470047336371806908e+10
9.217024944983560175e+00,1.493786399157948303e+10
9.186352648993601377e+00,1.502633832011569595e+10
9.155782423872159015e+00,1.496987761303612328e+10
9.125313929949122382e+00,1.540131891927570724e+10
9.094946828684733475e+00,1.535931096551033401e+10
9.064680782665815784e+00,1.553093012367471695e+10
9.034515455602036837e+00,1.522580110459748459e+10
9.004450512322161870e+00,1.596024877177086258e+10
8.974485618770339457e+00,1.570584081340287781e+10
8.944620442002385374e+00,1.586860360360744476e+10
8.914854650182078899e+00,1.605430919185140610e+10
8.885187912577478642e+00,1.628018664004847717e+10
8.855619899557254371e+00,1.648643195925140572e+10
8.826150282587015283e+00,1.627166495437586594e+10
8.796778734225661367e+00,1.579166633343720245e+10
8.767504928121747199e+00,1.636619225069310760e+10
8.738328539009863505e+00,1.665454378382539368e+10
8.709249242707002736e+00,1.629372209878334427e+10
8.680266716108974379e+00,1.608070756346644783e+10
8.651380637186814937e+00,1.660574719920424080e+10
8.622590684983197917e+00,1.574154862396122551e+10
8.593896539608877561e+00,1.657056070700594711e+10
8.565297882239132576e+00,1.574251077833382416e+10
8.536794395110215206e+00,1.575805408800737000e+10
8.508385761515841139e+00,1.529526992989623260e+10
8.480071665803642134e+00,1.593393487980310059e+10
8.451851793371682575e+00,1.515493081608152771e+10
8.423725830664954728e+00,1.519258278584770966e+10
8.395693465171893521e+00,1.509308549816926956e+10
8.367754385420905550e+00,1.454031235685323906e+10
8.339908280976908728e+00,1.475151479995473480e+10
8.312154842437884383e+00,1.457248814732171059e+10
8.284493761431434677e+00,1.626136913704718018e+10
8.256924730611363117e+00,1.388710583552005196e+10
8.229447443654253291e+00,1.538732149997479820e+10
8.202061595256070703e+00,1.360165086881627464e+10
8.174766881128764595e+00,1.365183442878079796e+10
8.147562997996887546e+00,1.446466034272091866e+10
8.120449643594234601e+00,1.496791652320998764e+10
8.093426516660478853e+00,1.460926780639932060e+10
8.066493316937812352e+00,1.470460495803315735e+10
8.039649745167636752e+00,1.420289275214226532e+10
8.012895503087213100e+00,1.374953357051844978e+10
7.986230293426357818e+00,1.595101386676685715e+10
