wavelength_um, flux_erg/cm2/s/hz
1.500521154650225064e+00,1.349728434015094326e-07
1.502666288538216932e+00,1.269653818591161946e-07
1.504814489093668328e+00,1.399088358062985995e-07
1.506965760700664347e+00,1.400103399223192274e-07
1.509120107749557516e+00,1.451518647702442867e-07
1.511277534636976450e+00,1.453747816532224017e-07
1.513438045765835849e+00,1.438098889552287332e-07
1.515601645545344045e+00,1.530568123575597633e-07
1.517768338391013216e+00,1.489171034259188037e-07
1.519938128724667159e+00,1.513747810803684616e-07
1.522111020974452389e+00,1.522349887278558309e-07
1.524287019574844804e+00,1.560819538028774597e-07
1.526466128966660118e+00,1.550606261805973583e-07
1.528648353597062970e+00,1.578358248423454485e-07
1.530833697919575132e+00,1.588544417829886662e-07
1.533022166394085062e+00,1.610100830412629392e-07
1.535213763486857452e+00,1.646282624644685125e-07
1.537408493670541443e+00,1.621287958984983048e-07
1.539606361424180392e+00,1.681939242777453255e-07
1.541807371233221646e+00,1.677123040103972012e-07
1.544011527589523647e+00,1.682366349096982665e-07
1.546218834991367252e+00,1.723164892494674220e-07
1.548429297943463734e+00,1.726807007332204454e-07
1.550642920956964321e+00,1.722518635712539011e-07
1.552859708549469087e+00,1.749225633996289670e-07
1.555079665245036491e+00,1.756021566991152096e-07
1.557302795574193155e+00,1.765380270696756408e-07
1.559529104073942074e+00,1.790439073788890127e-07
1.561758595287772167e+00,1.795304281417028261e-07
1.563991273765667600e+00,1.801160582423514472e-07
1.566227144064117560e+00,1.816530345823823300e-07
1.568466210746124911e+00,1.828765431123575310e-07
1.570708478381215967e+00,1.840844350378150304e-07
1.572953951545449369e+00,1.847214867939003369e-07
1.575202634821425862e+00,1.863780311728303062e-07
1.577454532798297393e+00,1.869084663993358451e-07
1.579709650071775995e+00,1.877072123258874588e-07
1.581967991244144667e+00,1.894622017836200314e-07
1.584229560924265146e+00,1.903230314755329088e-07
1.586494363727588119e+00,1.910956268022817872e-07
1.588762404276162332e+00,1.921327520174412994e-07
1.591033687198644575e+00,1.920692565465263037e-07
1.593308217130307902e+00,1.934321282676228877e-07
1.595585998713053399e+00,1.934029547447723205e-07
1.597867036595416623e+00,1.939404168351840698e-07
1.600151335432579591e+00,1.940329640334733950e-07
1.602438899886378998e+00,1.929917028946244889e-07
1.604729734625315984e+00,1.924918330663136309e-07
1.607023844324565687e+00,1.923418564590113593e-07
1.609321233665987672e+00,1.911719288551030964e-07
1.611621907338133486e+00,1.907029889169336198e-07
1.613925870036258203e+00,1.849768439206282938e-07
1.616233126462328862e+00,1.849423285891700599e-07
1.618543681325034456e+00,1.834721595277988401e-07
1.620857539339795039e+00,1.775368282121708957e-07
1.623174705228772829e+00,1.757965265493884517e-07
1.625495183720879755e+00,1.803339172976715664e-07
1.627818979551789003e+00,1.778976549774720620e-07
1.630146097463943455e+00,1.748434135846679216e-07
1.632476542206565240e+00,1.816237155995695560e-07
1.634810318535667051e+00,1.845348249679540220e-07
1.637147431214059923e+00,1.800063888325535363e-07
1.639487885011364110e+00,1.847282350888161595e-07
1.641831684704017968e+00,1.872902791416043322e-07
1.644178835075289058e+00,1.971569370977048332e-07
1.646529340915282358e+00,1.942618916335931890e-07
1.648883207020951369e+00,1.963830160835011672e-07
1.651240438196106552e+00,2.005343168115798231e-07
1.653601039251426430e+00,2.043331558636675499e-07
1.655965015004466245e+00,1.968470341299839092e-07
1.658332370279669510e+00,2.006494450330835305e-07
1.660703109908375552e+00,2.071936222593021706e-07
1.663077238728830842e+00,2.073262648367174272e-07
1.665454761586198762e+00,1.734842680256510822e-07
1.667835683332569374e+00,1.620534269395592121e-07
1.670220008826969416e+00,1.807422804280233255e-07
1.672607742935371178e+00,1.844404994014371696e-07
1.674998890530704054e+00,1.930140130730828278e-07
1.677393456492863866e+00,1.996936711814849739e-07
1.679791445708722186e+00,2.056058601844558933e-07
1.682192863072137001e+00,2.083753324901801352e-07
1.684597713483963144e+00,2.011515682805974463e-07
1.687006001852060511e+00,2.043585204172373816e-07
1.689417733091306051e+00,2.077297257670713724e-07
1.691832912123602428e+00,2.041069122108410466e-07
1.694251543877889343e+00,1.996036214746123268e-07
1.696673633290152416e+00,2.024777440760225763e-07
1.699099185303433845e+00,2.025700960786858644e-07
1.701528204867841954e+00,1.984000717367877405e-07
1.703960696940562514e+00,2.035681587701633615e-07
1.706396666485867186e+00,2.165801401785869470e-07
1.708836118475125287e+00,2.175174585473981344e-07
1.711279057886812671e+00,2.159190515129488748e-07
1.713725489706522387e+00,2.140961865235640877e-07
1.716175418926974894e+00,2.154239087859352905e-07
1.718628850548028719e+00,2.207246536814836381e-07
1.721085789576689340e+00,2.284203869170064984e-07
1.723546241027120951e+00,2.205617765116808456e-07
1.726010209920655125e+00,2.214350136532195978e-07
1.728477701285803025e+00,2.242060151960795420e-07
1.730948720158263177e+00,2.181530239535285853e-07
1.733423271580934344e+00,2.177896598091180061e-07
1.735901360603923749e+00,2.138784007316785473e-07
1.738382992284558615e+00,2.238955525186995757e-07
1.740868171687395716e+00,2.112528501025010759e-07
1.743356903884232700e+00,2.262541611603777052e-07
1.745849193954117418e+00,2.146644081742470850e-07
1.748345046983358575e+00,2.218881894860121845e-07
1.750844468065536841e+00,2.236777018822717150e-07
1.753347462301513504e+00,2.190924513902603013e-07
