wavelength_um, flux_erg/cm2/s/hz
9.995743794674951666e-01,3.398644541740579626e-09
1.001003363569664684e+00,3.430398637754095660e-09
1.002434390536883768e+00,3.472367293559510169e-09
1.003867463289616957e+00,3.510797034395037365e-09
1.005302584752504558e+00,3.556812660242473215e-09
1.006739757854366424e+00,3.598616871601216155e-09
1.008178985528211502e+00,3.644775094870373011e-09
1.009620270711239609e+00,3.688869585560761881e-09
1.011063616344851201e+00,3.730534914727700430e-09
1.012509025374650928e+00,3.776639267129348425e-09
1.013956500750454737e+00,3.821828871873003214e-09
1.015406045426295201e+00,3.869105208115522148e-09
1.016857662360428627e+00,3.915211926602878290e-09
1.018311354515339939e+00,3.961474696076898889e-09
1.019767124857749563e+00,4.007609364519983309e-09
1.021224976358618530e+00,4.056795446612514744e-09
1.022684911993155588e+00,4.105002610671061061e-09
1.024146934740822967e+00,4.154995486312472869e-09
1.025611047585341717e+00,4.204403188946596679e-09
1.027077253514699029e+00,4.253563046298954969e-09
1.028545555521153343e+00,4.305939455413364768e-09
1.030015956601240568e+00,4.356887970705408139e-09
1.031488459755781406e+00,4.407008046312093266e-09
1.032963067989885575e+00,4.459315159855313507e-09
1.034439784312958910e+00,4.512763776128208181e-09
1.035918611738710471e+00,4.565391500889665580e-09
1.037399553285156095e+00,4.619343176270750088e-09
1.038882611974627501e+00,4.673226910358473700e-09
1.040367790833776507e+00,4.725151159612418074e-09
1.041855092893581913e+00,4.772361189649117404e-09
1.043344521189355500e+00,4.819058087267390312e-09
1.044836078760748466e+00,4.867422795710340391e-09
1.046329768651757419e+00,4.915929746371031188e-09
1.047825593910730824e+00,4.964470864311402691e-09
1.049323557590374545e+00,5.012635150923811310e-09
1.050823662747758958e+00,5.063222562799100658e-09
1.052325912444324718e+00,5.112511191918139078e-09
1.053830309745889204e+00,5.163214521917763525e-09
1.055336857722652510e+00,5.212320068169107420e-09
1.056845559449203886e+00,5.264052380661464580e-09
1.058356418004528177e+00,5.314238612810481225e-09
1.059869436472011373e+00,5.367201059748266194e-09
1.061384617939448383e+00,5.426094223416428817e-09
1.062901965499047474e+00,5.489872640683151056e-09
1.064421482247437822e+00,5.560286523090283742e-09
1.065943171285675950e+00,5.632396337101567758e-09
1.067467035719250834e+00,5.703333831517838262e-09
1.068993078658091900e+00,5.773271860829626868e-09
1.070521303216573905e+00,5.846345557680343044e-09
1.072051712513524269e+00,5.920208287813179103e-09
1.073584309672228176e+00,5.996154971427803726e-09
1.075119097820437464e+00,6.059353270014627507e-09
1.076656080090373724e+00,6.146374545545555005e-09
1.078195259618737634e+00,6.215859762851690939e-09
1.079736639546712951e+00,6.293717211766589613e-09
1.081280223019974951e+00,6.367050003293111330e-09
1.082826013188695757e+00,6.435432563927619611e-09
1.084374013207550114e+00,6.500638058565943487e-09
1.085924226235723822e+00,6.557798278076208294e-09
1.087476655436918627e+00,6.628007833685605994e-09
1.089031303979358878e+00,6.691334365636386232e-09
1.090588175035798635e+00,6.759722188220850241e-09
1.092147271783526774e+00,6.790910425618656036e-09
1.093708597404375649e+00,6.854955716668327873e-09
1.095272155084725085e+00,6.897274882787953453e-09
1.096837948015511044e+00,6.974339413356710286e-09
1.098405979392230947e+00,7.024758275855801388e-09
1.099976252414950562e+00,7.022150930123680458e-09
1.101548770288309997e+00,6.922987635368816474e-09
1.103123536221531253e+00,7.220956209037918351e-09
1.104700553428424215e+00,7.196256758321450530e-09
1.106279825127392868e+00,7.013033241473600430e-09
1.107861354541442189e+00,7.061770492657510883e-09
1.109445144898185021e+00,7.284333439509226124e-09
1.111031199429848071e+00,6.761953506548526363e-09
1.112619521373279019e+00,7.317384944645059095e-09
1.114210113969952953e+00,7.195267348350463816e-09
1.115802980465978589e+00,6.915652682774505372e-09
1.117398124112106039e+00,7.429976129479448154e-09
1.118995548163731701e+00,7.382161783245974330e-09
1.120595255880906471e+00,7.658925808449339398e-09
1.122197250528341739e+00,7.567826135873810193e-09
1.123801535375415828e+00,7.888469017373801989e-09
1.125408113696181545e+00,7.885787706646897919e-09
1.127016988769371286e+00,8.248229284950323029e-09
1.128628163878405477e+00,8.154892779561951750e-09
1.130241642311398564e+00,7.994609109884137565e-09
1.131857427361164570e+00,7.895448156949561531e-09
1.133475522325226414e+00,7.542637863332582787e-09
1.135095930505820139e+00,7.346816248989204020e-09
1.136718655209902895e+00,8.149093440939935309e-09
1.138343699749159388e+00,8.998195206150211857e-09
1.139971067440008978e+00,8.954392493036594772e-09
1.141600761603611680e+00,9.164610424882411299e-09
1.143232785565875709e+00,8.765410166554342722e-09
1.144867142657463921e+00,8.736325998229133000e-09
1.146503836213800476e+00,9.372078665662845790e-09
1.148142869575078384e+00,9.219794805096046284e-09
1.149784246086265060e+00,9.463401092032815288e-09
1.151427969097110537e+00,9.561012792104332250e-09
1.153074041962153018e+00,9.052517581722701705e-09
1.154722468040726646e+00,9.567751694546353859e-09
1.156373250696967947e+00,9.314510508166491639e-09
1.158026393299822931e+00,9.934995165083029897e-09
1.159681899223053758e+00,9.262468135043411505e-09
1.161339771845245394e+00,1.004715586711021256e-08
1.163000014549813388e+00,9.948079840444813842e-09
1.164662630725009862e+00,9.931675371866080199e-09
1.166327623763930621e+00,1.017231283084944665e-08
1.167994997064522256e+00,1.034668423042905332e-08
1.169664754029589471e+00,1.026745293663257255e-08
1.171336898066801302e+00,1.064385017520171529e-08
1.173011432588698222e+00,1.077743359781491017e-08
1.174688361012699467e+00,1.077120483116248447e-08
1.176367686761109255e+00,1.098211184582368628e-08
1.178049413261125444e+00,1.121392239361512068e-08
1.179733543944844198e+00,1.144232322520046560e-08
1.181420082249268866e+00,1.168195285270271737e-08
1.183109031616315754e+00,1.172888381589856161e-08
1.184800395492822345e+00,1.186133223995801446e-08
1.186494177330553512e+00,1.210001569139606683e-08
1.188190380586208406e+00,1.228409837200784009e-08
