wavelength_um,flux_erg/cm2/s/hz
1.500521154650225064e+00,3.147868410229602878e-08
1.502666288538216932e+00,3.069098473677452444e-08
1.504814489093668328e+00,3.238734027147509849e-08
1.506965760700664347e+00,3.250717634428019196e-08
1.509120107749557516e+00,3.342162951157919760e-08
1.511277534636976450e+00,3.367695563015389330e-08
1.513438045765835849e+00,3.359368427316610860e-08
1.515601645545344045e+00,3.470390931342430437e-08
1.517768338391013216e+00,3.458158058540206896e-08
1.519938128724667159e+00,3.479204396583460737e-08
1.522111020974452389e+00,3.508134241283719946e-08
1.524287019574844804e+00,3.573561740387506023e-08
1.526466128966660118e+00,3.575421282234213386e-08
1.528648353597062970e+00,3.614456129382930329e-08
1.530833697919575132e+00,3.647939132981742514e-08
1.533022166394085062e+00,3.704352102335934249e-08
1.535213763486857452e+00,3.748111738171324452e-08
1.537408493670541443e+00,3.746224937510074353e-08
1.539606361424180392e+00,3.815700774254815202e-08
1.541807371233221646e+00,3.825784250110903938e-08
1.544011527589523647e+00,3.849843587776196062e-08
1.546218834991367252e+00,3.888438323613732632e-08
1.548429297943463734e+00,3.911246390706690878e-08
1.550642920956964321e+00,3.920054427800643889e-08
1.552859708549469087e+00,3.957519305091323867e-08
1.555079665245036491e+00,3.974929582042040837e-08
1.557302795574193155e+00,4.002145399292424142e-08
1.559529104073942074e+00,4.032205898673399924e-08
1.561758595287772167e+00,4.047384017904697345e-08
1.563991273765667600e+00,4.069473128598064866e-08
1.566227144064117560e+00,4.095941571374662826e-08
1.568466210746124911e+00,4.121009230403451494e-08
1.570708478381215967e+00,4.151584609206951992e-08
1.572953951545449369e+00,4.178808100816543009e-08
1.575202634821425862e+00,4.210667137309370619e-08
1.577454532798297393e+00,4.234960593048998704e-08
1.579709650071775995e+00,4.264494821456620960e-08
1.581967991244144667e+00,4.296078147836097984e-08
1.584229560924265146e+00,4.325794339035086648e-08
1.586494363727588119e+00,4.354710298105748045e-08
1.588762404276162332e+00,4.385567654513917675e-08
1.591033687198644575e+00,4.407009090247751289e-08
1.593308217130307902e+00,4.443112500323306463e-08
1.595585998713053399e+00,4.466630399959081231e-08
1.597867036595416623e+00,4.493536097289030450e-08
1.600151335432579591e+00,4.518318469884709483e-08
1.602438899886378998e+00,4.530288420151549900e-08
1.604729734625315984e+00,4.548222770841754015e-08
1.607023844324565687e+00,4.567246636211559453e-08
1.609321233665987672e+00,4.574745187601956031e-08
1.611621907338133486e+00,4.581256862704247261e-08
1.613925870036258203e+00,4.519242161237042056e-08
1.616233126462328862e+00,4.540666088194936094e-08
1.618543681325034456e+00,4.548841051929326342e-08
1.620857539339795039e+00,4.466539878486022376e-08
1.623174705228772829e+00,4.439061346935674792e-08
1.625495183720879755e+00,4.542051185934285707e-08
1.627818979551789003e+00,4.497457914701886563e-08
1.630146097463943455e+00,4.455751911667417933e-08
1.632476542206565240e+00,4.601955707738782739e-08
1.634810318535667051e+00,4.633834238716330606e-08
1.637147431214059923e+00,4.532062864956478477e-08
1.639487885011364110e+00,4.627908990719204514e-08
1.641831684704017968e+00,4.665951140784330210e-08
1.644178835075289058e+00,4.870668278924794124e-08
1.646529340915282358e+00,4.842804539466627971e-08
1.648883207020951369e+00,4.877026916098605858e-08
1.651240438196106552e+00,4.950312565063162303e-08
1.653601039251426430e+00,5.031997012740777132e-08
1.655965015004466245e+00,4.920092948417755094e-08
1.658332370279669510e+00,5.012567070532885722e-08
1.660703109908375552e+00,5.130214791584554219e-08
1.663077238728830842e+00,5.164188779022054878e-08
1.665454761586198762e+00,4.536593553684009166e-08
1.667835683332569374e+00,4.393883164076567726e-08
1.670220008826969416e+00,4.854998166333286727e-08
1.672607742935371178e+00,4.947946766752122416e-08
1.674998890530704054e+00,5.096395809441645856e-08
1.677393456492863866e+00,5.235324291176435327e-08
1.679791445708722186e+00,5.321848233447422147e-08
1.682192863072137001e+00,5.362594411674364134e-08
1.684597713483963144e+00,5.234426636546605740e-08
1.687006001852060511e+00,5.326178549167836471e-08
1.689417733091306051e+00,5.415306544119407055e-08
1.691832912123602428e+00,5.368223373996949351e-08
1.694251543877889343e+00,5.291369285709415776e-08
1.696673633290152416e+00,5.397447284267458126e-08
1.699099185303433845e+00,5.396257119133407920e-08
1.701528204867841954e+00,5.313563797823139608e-08
1.703960696940562514e+00,5.413670476621439899e-08
1.706396666485867186e+00,5.655046622797556581e-08
1.708836118475125287e+00,5.677840296516160107e-08
1.711279057886812671e+00,5.673094261568797511e-08
1.713725489706522387e+00,5.676962441727841747e-08
1.716175418926974894e+00,5.707483191825194955e-08
1.718628850548028719e+00,5.848622674779806545e-08
1.721085789576689340e+00,5.953759594573485781e-08
1.723546241027120951e+00,5.867785300397526511e-08
