wavelength_um, flux_erg/cm2/s/hz
1.500521154650225064e+00,1.803054188889690917e-08
1.502666288538216932e+00,1.767307911375386546e-08
1.504814489093668328e+00,1.854662651847761575e-08
1.506965760700664347e+00,1.864058795298694072e-08
1.509120107749557516e+00,1.914720231468888402e-08
1.511277534636976450e+00,1.931942468133884562e-08
1.513438045765835849e+00,1.929214500717509850e-08
1.515601645545344045e+00,1.990135647763295698e-08
1.517768338391013216e+00,1.987323016177717431e-08
1.519938128724667159e+00,1.999761368500085546e-08
1.522111020974452389e+00,2.018527473349487397e-08
1.524287019574844804e+00,2.056081174782165294e-08
1.526466128966660118e+00,2.059692093558821038e-08
1.528648353597062970e+00,2.083111783551854081e-08
1.530833697919575132e+00,2.104198200172959989e-08
1.533022166394085062e+00,2.136506360507299298e-08
1.535213763486857452e+00,2.162599354721808736e-08
1.537408493670541443e+00,2.164563190126328763e-08
1.539606361424180392e+00,2.205538063863582981e-08
1.541807371233221646e+00,2.214713831704288107e-08
1.544011527589523647e+00,2.232177659350701391e-08
1.546218834991367252e+00,2.257391558958850964e-08
1.548429297943463734e+00,2.273859316826349396e-08
1.550642920956964321e+00,2.282603495012935362e-08
1.552859708549469087e+00,2.307315975221070770e-08
1.555079665245036491e+00,2.321082430276890812e-08
1.557302795574193155e+00,2.339902808299984094e-08
1.559529104073942074e+00,2.360977524148252088e-08
1.561758595287772167e+00,2.373523047012738412e-08
1.563991273765667600e+00,2.389713824501717722e-08
1.566227144064117560e+00,2.408596090009337267e-08
1.568466210746124911e+00,2.426423107481591778e-08
1.570708478381215967e+00,2.446988649441045469e-08
1.572953951545449369e+00,2.465462798245374752e-08
1.575202634821425862e+00,2.487050067422220610e-08
1.577454532798297393e+00,2.503998545512866278e-08
1.579709650071775995e+00,2.523924694883840716e-08
1.581967991244144667e+00,2.545457040149437523e-08
1.584229560924265146e+00,2.565470963825459582e-08
1.586494363727588119e+00,2.584669908674070652e-08
1.588762404276162332e+00,2.605080241831640855e-08
1.591033687198644575e+00,2.619801735116574114e-08
1.593308217130307902e+00,2.643263409167437421e-08
1.595585998713053399e+00,2.659222827708476353e-08
1.597867036595416623e+00,2.677246509113512272e-08
1.600151335432579591e+00,2.694104556014474483e-08
1.602438899886378998e+00,2.703596251356795009e-08
1.604729734625315984e+00,2.716755260265733605e-08
1.607023844324565687e+00,2.731208333037598626e-08
1.609321233665987672e+00,2.739215902840213549e-08
1.611621907338133486e+00,2.746380271726988205e-08
1.613925870036258203e+00,2.715663317522474136e-08
1.616233126462328862e+00,2.731540740047376033e-08
1.618543681325034456e+00,2.740946737893373893e-08
1.620857539339795039e+00,2.699581198195287974e-08
1.623174705228772829e+00,2.687661932782930964e-08
1.625495183720879755e+00,2.749104001023551700e-08
1.627818979551789003e+00,2.727905662087587191e-08
1.630146097463943455e+00,2.709279252744908353e-08
1.632476542206565240e+00,2.797773429978778893e-08
1.634810318535667051e+00,2.820939942016888640e-08
1.637147431214059923e+00,2.766337617413525514e-08
1.639487885011364110e+00,2.826716568778322310e-08
